Sale_ID,Customer_ID,Car_ID,Sale_Date,Quantity,Sale_Price,Payment_Method,Salesperson,Brand,Model,Year,Color,Engine_Type,Transmission,Price,Quantity_In_Stock,Status,First Name,Last Name,Gender,Age,Job Role,Phone,Email,City,State,Region,Sale_Date_Parsed,Month,DayOfWeek,Sale_Year
S04446,CU0558,C0329,2024-08-27,1,43069.79,Cash,Carly Coleman,Tesla,Model S,2015,Black,Hybrid,Automatic,86885.09,5,Available,Jordan,Higgins,Female,47,Cashier,1-429-321-3640,adamsamanda@yahoo.com,Port Horizongrove,Delaware,South,2024-08-27,8,2,2024
S04447,CU0403,C0043,2024-04-26,1,55755.4,Cash,Joshua Harding,Hyundai,Sonata,2018,Silver,Diesel,Automatic,24980.76,17,Reserved,Kevin,Campbell,Male,56,Shift Supervisor,1-690-931-4305,mgarcia@dudley-rowland.biz,Onyxestates,Arizona,West,2024-04-26,4,5,2024
S04448,CU0966,C0122,2025-03-10,1,89369.46,Cash,Joshua Hill,Tesla,Model 3,2018,Blue,Petrol,Manual,85848.09,20,Available,Victor,Mccall,Male,24,Plant Manager,1-784-670-2096,owood@miller-roach.com,Port Goldenford,Kansas,Midwest,2025-03-10,3,1,2025
S04449,CU1470,C0111,2023-01-07,1,82335.54,Cash,Marie Crawford,Kia,Sportage,2016,Black,Petrol,Automatic,96742.24,17,Sold,Sandy,Walker,Female,57,Education Consultant,1-506-872-8351,cory37@lester.net,South Horizonmeadows,Maryland,South,2023-01-07,1,6,2023
S04450,CU1742,C0231,2024-06-25,1,73586.05,Credit,Peter Guzman,Toyota,Camry,2024,White,Petrol,Manual,41318.81,17,Available,Monica,Rodriguez,Female,22,Supply Chain Analyst,1-726-334-3562,larsenjulie@johnson-rodriguez.com,Coppermouth,Tennessee,South,2024-06-25,6,2,2024
S04451,CU0113,C0285,2024-04-09,2,76464.11,Credit,Jeremiah Coleman,Kia,Cerato,2017,White,Diesel,Manual,16765.09,19,Sold,Rhonda,Armstrong,Male,25,It Project Manager,1-756-556-4240,elarson@gmail.com,South Whispercity,Illinois,Midwest,2024-04-09,4,2,2024
S04452,CU1692,C0210,2025-01-12,2,77689.11,Credit,Eric Howell,Tesla,Model S,2016,Gray,Electric,Automatic,74916.76,13,Available,Nicholas,Walls,Female,69,Assistant Store Manager,1-966-233-3908,jonathanfowler@roach-swanson.com,Palmplace,Tennessee,South,2025-01-12,1,7,2025
S04453,CU0673,C0306,2023-05-25,2,72143.77,Installment,Emily Gonzales,Nissan,Qashqai,2021,Blue,Diesel,Manual,80287.54,0,Sold,Daniel,Levine,Female,31,Quality Control Inspector,1-849-883-7264,josephmyers@hotmail.com,South Granitejunction,Minnesota,Midwest,2023-05-25,5,4,2023
S04454,CU1156,C0369,2023-04-28,3,81957.06,Installment,Megan Erickson,Nissan,Sunny,2021,White,Diesel,Manual,42812.59,2,Reserved,Matthew,Smith,Male,50,Product Manager,1-548-770-5102,sophia14@phillips-herrera.com,North Prairieplace,Colorado,West,2023-04-28,4,5,2023
S04455,CU1453,C0045,2024-05-21,1,96777.65,Installment,Edward Dudley,BMW,5 Series,2020,White,Electric,Manual,85822.19,0,Reserved,Brent,Garcia,Female,54,Medical Laboratory Technician,1-316-318-6634,john41@gmail.com,Amberburgh,Arizona,West,2024-05-21,5,2,2024
S04456,CU1033,C0193,2024-10-07,3,45484.23,Cash,Robert Frazier,Toyota,Camry,2020,Black,Petrol,Manual,91143.29,6,Available,Joseph,Roberson,Female,62,Paramedic,1-861-514-2641,kdiaz@yahoo.com,Sageville,North Carolina,South,2024-10-07,10,1,2024
S04457,CU0030,C0362,2024-02-10,2,56450.94,Installment,Monica Anderson,Nissan,Qashqai,2022,Silver,Petrol,Manual,75124.7,13,Sold,Henry,Chan,Female,64,Dermatologist,1-690-858-7192,crystal72@reese-ware.info,North Parkford,New Jersey,Northeast,2024-02-10,2,6,2024
S04458,CU1654,C0119,2024-09-26,3,22788.27,Credit,Kevin Warren,Mercedes,GLA,2018,Black,Hybrid,Manual,23200.24,17,Available,Craig,Sanders,Male,61,Project Coordinator,1-784-656-8872,tammy15@gmail.com,Sunnyburgh,Arkansas,South,2024-09-26,9,4,2024
S04459,CU0761,C0490,2023-02-06,3,22084.6,Credit,Sandra Chang,BMW,5 Series,2016,Black,Hybrid,Automatic,53228.52,15,Available,Anthony,Joseph,Female,65,Machine Learning Engineer,1-243-904-9421,driley@smith.com,Lake Forestdale,Hawaii,West,2023-02-06,2,1,2023
S04460,CU1620,C0166,2025-08-21,1,86445.13,Credit,Jesse Foster,Tesla,Model X,2022,White,Petrol,Automatic,44421.49,9,Sold,Elizabeth,Ramirez,Female,42,Actuary,1-736-666-3656,lambertdanny@robinson.info,West Thunderlanding,Maryland,South,2025-08-21,8,4,2025
S04461,CU0961,C0091,2022-12-01,1,46263.69,Credit,Stephanie Austin,Hyundai,Tucson,2018,Black,Electric,Manual,92699.73,8,Reserved,Terry,Moore,Male,33,Assistant Store Manager,1-773-256-3946,whughes@miles.com,Mount Redwoodburgh,Hawaii,West,2022-12-01,12,4,2022
S04462,CU0411,C0205,2022-11-16,2,82943.83,Cash,Jimmy Harvey,Mercedes,GLA,2018,Black,Electric,Manual,91063.54,9,Sold,Jacob,Bates,Male,45,Pharmacist,1-527-231-4471,ybaker@herrera-morris.com,North Sunnyview,Hawaii,West,2022-11-16,11,3,2022
S04463,CU0485,C0305,2025-03-07,3,63630.96,Credit,Kathleen Deleon,Nissan,Altima,2018,Black,Petrol,Manual,68740.73,15,Sold,Tonya,Rodriguez,Female,26,It Project Manager,1-923-328-3492,audreyhenry@hotmail.com,East Creekprairie,Ohio,Midwest,2025-03-07,3,5,2025
S04464,CU1464,C0091,2025-02-02,3,68997.41,Cash,Jeffrey Holloway,Hyundai,Tucson,2018,Black,Electric,Manual,92699.73,8,Reserved,Annette,Jones,Male,31,Radiologic Technologist,1-615-311-8764,zacharyanderson@yahoo.com,Seasidesprings,Indiana,Midwest,2025-02-02,2,7,2025
S04465,CU0653,C0183,2023-06-06,3,71710.52,Credit,Kim Ponce,Mercedes,E-Class,2022,Red,Petrol,Automatic,40162.15,3,Available,Sonya,Nguyen,Female,30,Auditor,1-534-435-2105,singletonjanet@gibson.org,Mount Riverside,Arizona,West,2023-06-06,6,2,2023
S04466,CU0201,C0040,2025-02-28,2,72846.12,Credit,Kara Underwood,Tesla,Model X,2016,White,Diesel,Manual,18775.42,15,Sold,Richard,Moses,Female,58,Web Developer,1-720-341-7473,chelsea55@yahoo.com,Thundercenter,Alabama,South,2025-02-28,2,5,2025
S04467,CU0805,C0163,2024-08-23,1,57884.09,Credit,Noah Osborn,Tesla,Model X,2020,Gray,Diesel,Manual,46277.93,17,Reserved,Travis,Goodwin,Female,47,Mortgage Broker,1-814-822-8864,christinegross@hotmail.com,North Riveracrossing,California,West,2024-08-23,8,5,2024
S04468,CU0272,C0013,2025-10-06,3,87278.39,Installment,Stephen Davis,Hyundai,Sonata,2018,Blue,Diesel,Manual,92616.24,2,Sold,Christian,Norris,Male,65,Safety Coordinator,1-813-450-2575,sjoseph@james.info,New Coralcommons,Michigan,Midwest,2025-10-06,10,1,2025
S04469,CU1557,C0017,2023-07-31,2,40378.57,Cash,Lydia Peterson,Nissan,Qashqai,2018,Silver,Petrol,Automatic,30585.94,2,Reserved,Michael,Joseph,Male,39,Clinical Research Coordinator,1-402-642-8644,wardkayla@bennett.com,Mount Cherryvalley,Connecticut,Northeast,2023-07-31,7,1,2023
S04470,CU0558,C0349,2023-07-17,1,73505.18,Credit,Jose Miller,Nissan,Qashqai,2017,Gray,Hybrid,Automatic,53216.75,6,Available,Jordan,Higgins,Female,47,Cashier,1-429-321-3640,adamsamanda@yahoo.com,Port Horizongrove,Delaware,South,2023-07-17,7,1,2023
S04471,CU0627,C0384,2024-10-10,2,56601.98,Credit,Renee Velasquez,Tesla,Model 3,2015,Black,Petrol,Automatic,63705.91,1,Available,Larry,Smith,Male,24,Mortgage Broker,1-562-280-3644,megan62@norton.net,Vistameadows,Nebraska,Midwest,2024-10-10,10,4,2024
S04472,CU0028,C0194,2023-05-16,1,65736.67,Installment,Daniel Ramirez,BMW,5 Series,2020,Red,Electric,Manual,47141.16,8,Reserved,Tanya,Mcdowell,Male,19,It Support Specialist,1-388-327-3756,ysmith@yahoo.com,Riversidecreek,Nevada,West,2023-05-16,5,2,2023
S04473,CU1910,C0118,2025-03-12,2,47950.89,Credit,Amanda House,BMW,X5,2023,Red,Petrol,Automatic,77133.35,13,Sold,Samantha,Johnson,Male,28,Manufacturing Engineer,1-392-708-8894,shernandez@hotmail.com,East Clearwatercity,Georgia,South,2025-03-12,3,3,2025
S04474,CU1033,C0481,2025-04-05,3,41695.83,Cash,Nicole Hawkins,Mercedes,E-Class,2023,Gray,Hybrid,Manual,53295.04,12,Available,Joseph,Roberson,Female,62,Paramedic,1-861-514-2641,kdiaz@yahoo.com,Sageville,North Carolina,South,2025-04-05,4,6,2025
S04475,CU0144,C0282,2025-09-22,2,61317.72,Cash,Morgan Hawkins,Mercedes,E-Class,2017,Blue,Hybrid,Automatic,68812.78,14,Reserved,Darren,Riley,Female,48,Copywriter,1-506-953-2977,arellanopaul@fernandez.com,North Unioncenter,Utah,West,2025-09-22,9,1,2025
S04476,CU1706,C0450,2023-01-08,3,60648.28,Installment,Jessica Kelly,Hyundai,Tucson,2023,Black,Petrol,Automatic,95414.91,2,Available,Mark,Cross,Male,45,Materials Planner,1-626-482-2690,brooke13@medina-johnson.com,Cottoncommons,Colorado,West,2023-01-08,1,7,2023
S04477,CU1089,C0203,2025-02-22,1,83373.64,Installment,Jenna Marquez,Kia,Cerato,2025,Silver,Hybrid,Manual,26695.21,0,Reserved,Terry,Abbott,Male,66,Dean,1-894-998-3716,mendozawilliam@martin-burton.com,Mount Vistacreek,Rhode Island,Northeast,2025-02-22,2,6,2025
S04478,CU1583,C0222,2025-08-14,1,54208.48,Credit,Richard Valdez,Tesla,Model S,2020,Red,Diesel,Automatic,35547.41,0,Available,Brady,Montgomery,Male,69,Financial Analyst,1-437-404-7578,dennissusan@hotmail.com,Prairiecommons,North Carolina,South,2025-08-14,8,4,2025
S04479,CU1805,C0459,2022-12-07,2,75703.98,Cash,Edward Lowe,Mercedes,C-Class,2015,White,Diesel,Manual,86997.52,18,Available,Karen,Wright,Male,64,Risk Manager,1-962-596-9881,bakermatthew@kline.com,Lake Shoremead,California,West,2022-12-07,12,3,2022
S04480,CU1973,C0476,2024-08-18,2,88904.5,Cash,Michelle Pena DVM,Toyota,Corolla,2025,Blue,Hybrid,Automatic,98034.8,9,Available,Eugene,Burke,Male,70,Admissions Officer,1-859-562-7330,timothy29@hotmail.com,Mount Copperestates,Minnesota,Midwest,2024-08-18,8,7,2024
S04481,CU0703,C0229,2024-11-07,2,90385.87,Credit,David Carr,Kia,Cerato,2022,Black,Petrol,Manual,49689.9,18,Available,Jennifer,Harvey,Male,35,Receptionist,1-390-206-9947,theresaberger@hotmail.com,West Unioncorner,Arizona,West,2024-11-07,11,4,2024
S04482,CU0673,C0462,2024-01-19,1,93614.27,Installment,Marcus Huber,Kia,Cerato,2020,Gray,Diesel,Manual,70305.32,15,Available,Daniel,Levine,Female,31,Quality Control Inspector,1-849-883-7264,josephmyers@hotmail.com,South Granitejunction,Minnesota,Midwest,2024-01-19,1,5,2024
S04483,CU1166,C0319,2025-08-16,2,93845.18,Credit,Mary Cruz,Mercedes,C-Class,2023,Silver,Diesel,Automatic,52256.29,15,Available,Bryan,Cooley,Female,47,Actuary,1-484-879-4357,lynchjeffrey@brown.com,Saint Aspencorner,Kansas,Midwest,2025-08-16,8,6,2025
S04484,CU0389,C0494,2025-10-16,3,46346.66,Installment,Kimberly Serrano,Toyota,Corolla,2017,White,Electric,Manual,42214.03,19,Reserved,Edward,Hayes,Male,37,Credit Analyst,1-959-726-1090,marissa46@meyer.com,Sierrawoods,Rhode Island,Northeast,2025-10-16,10,4,2025
S04485,CU1118,C0302,2024-02-11,2,55778.19,Installment,Todd Reyes,Mercedes,C-Class,2022,Black,Electric,Automatic,78237.97,14,Sold,Alyssa,Gray,Female,45,Stock Clerk,1-477-616-4785,melissa19@hawkins-reynolds.com,Coralharbor,Louisiana,South,2024-02-11,2,7,2024
S04486,CU0913,C0500,2024-04-06,1,46173.37,Credit,Michael Wallace,Mercedes,GLA,2024,Blue,Electric,Automatic,75993.8,6,Sold,Jamie,Carlson,Female,36,Inventory Manager,1-983-657-1400,jeffrey19@hensley.com,New Grandgrove,Illinois,Midwest,2024-04-06,4,6,2024
S04487,CU0562,C0012,2024-05-29,2,75519.46,Credit,James Fernandez,Tesla,Model S,2016,Gray,Electric,Manual,78178.58,13,Reserved,Joe,Kemp,Male,24,Full Stack Developer,1-409-727-8934,christinethompson@yahoo.com,South Hilljunction,Idaho,West,2024-05-29,5,3,2024
S04488,CU1129,C0322,2024-06-07,3,85556.47,Installment,Mary Garza MD,Mercedes,GLA,2024,White,Electric,Manual,76945.41,9,Available,Louis,Turner,Female,43,Network Engineer,1-517-943-9381,ashley67@wilkerson.com,Bayestates,New Hampshire,Northeast,2024-06-07,6,5,2024
S04489,CU0495,C0384,2025-05-28,1,79435.23,Cash,Cody Gutierrez,Tesla,Model 3,2015,Black,Petrol,Automatic,63705.91,1,Available,Michael,Reynolds,Female,49,Copywriter,1-676-833-1447,adamkane@jenkins-whitehead.info,South Quartzcrossing,Vermont,Northeast,2025-05-28,5,3,2025
S04490,CU1774,C0358,2024-06-26,1,99089.94,Installment,Warren Bauer,Kia,Seltos,2025,Blue,Electric,Manual,96428.19,8,Sold,Jay,Ellison,Female,56,Packaging Engineer,1-934-945-8640,lauren00@murray-mcconnell.com,Mount Shorecenter,Mississippi,South,2024-06-26,6,3,2024
S04491,CU1544,C0139,2025-05-24,3,51483.79,Cash,Lauren Miranda,Tesla,Model 3,2019,White,Diesel,Automatic,63900.82,13,Available,Kimberly,Green,Female,59,Supply Chain Analyst,1-697-495-8494,rlopez@ortega.biz,Thunderjunction,Utah,West,2025-05-24,5,6,2025
S04492,CU0807,C0084,2022-11-17,3,23599.34,Installment,Richard Stafford,BMW,3 Series,2024,White,Petrol,Manual,45427.97,18,Available,Aaron,Baker,Male,67,Accountant,1-736-811-7162,ejohnson@gmail.com,Lake Quartzprairie,Connecticut,Northeast,2022-11-17,11,4,2022
S04493,CU0375,C0420,2022-12-24,2,34954.99,Installment,Crystal Mcgrath,Tesla,Model X,2021,Black,Diesel,Automatic,99307.62,5,Reserved,Mrs,Jackson,Male,43,Business Analyst,1-570-279-2359,suarezstephanie@davis.info,Mount Crystalcorner,Missouri,Midwest,2022-12-24,12,6,2022
S04494,CU0825,C0487,2023-08-30,1,49511.62,Installment,Brenda Mckee,Tesla,Model X,2018,White,Hybrid,Manual,71823.77,2,Available,Samantha,Martin,Male,66,Fabricator,1-791-990-9948,robert56@mccann-fletcher.com,South Glenplains,Missouri,Midwest,2023-08-30,8,3,2023
S04495,CU1354,C0055,2023-05-20,1,71679.57,Credit,Brandi Diaz,BMW,X5,2015,Blue,Diesel,Automatic,77348.2,16,Available,Mackenzie,Mahoney,Female,66,Corporate Trainer,1-671-909-6810,freid@hotmail.com,Lakesideheights,Arkansas,South,2023-05-20,5,6,2023
S04496,CU1264,C0247,2024-05-26,2,48301.22,Cash,Nathan Hunt,Mercedes,GLA,2022,Blue,Petrol,Automatic,45148.19,2,Available,Nicholas,Cline,Male,27,Investment Banker,1-635-472-7217,amartinez@rodriguez-brown.biz,Falconfalls,Indiana,Midwest,2024-05-26,5,7,2024
S04497,CU1008,C0041,2025-01-27,1,65789.77,Credit,Edward Roy,Nissan,Qashqai,2015,Blue,Hybrid,Manual,48152.43,15,Sold,Christine,Anderson,Male,45,Anesthesiologist,1-774-991-3024,rberry@chapman-perry.com,New Valleyville,Delaware,South,2025-01-27,1,1,2025
S04498,CU0102,C0277,2025-02-08,2,70083.84,Credit,Mr. James Barnes,Nissan,Qashqai,2016,White,Hybrid,Automatic,34255.92,2,Available,Richard,Oliver,Female,25,Software Engineer,1-618-919-9887,lnorris@mann.com,North Parkport,Alaska,West,2025-02-08,2,6,2025
S04499,CU1117,C0345,2025-06-18,3,22268.87,Cash,Raymond Garcia,Hyundai,Tucson,2017,White,Diesel,Automatic,86871.06,5,Reserved,Victoria,Espinoza,Male,68,School Counselor,1-229-737-4431,robindean@hotmail.com,West Clearjunction,Kentucky,South,2025-06-18,6,3,2025
S04500,CU0497,C0369,2024-07-21,2,36479.11,Installment,Nicole Waller,Nissan,Sunny,2021,White,Diesel,Manual,42812.59,2,Reserved,Veronica,Jackson,Male,54,Office Manager,1-859-598-4696,albertmann@hernandez.com,Fort Grandfalls,Washington,West,2024-07-21,7,7,2024
S04501,CU1807,C0014,2022-12-25,2,41168.49,Installment,Bradley Ward,Toyota,RAV4,2024,Silver,Hybrid,Automatic,97512.33,18,Reserved,Brent,Marsh,Male,26,It Project Manager,1-899-783-9744,alyssaboone@hotmail.com,Crystalheights,Connecticut,Northeast,2022-12-25,12,7,2022
S04502,CU1499,C0372,2024-05-23,3,97972.73,Cash,Joseph Johnson,Hyundai,Tucson,2024,Black,Petrol,Manual,51461.64,1,Reserved,Debra,Beck,Male,32,Process Engineer,1-785-742-5366,monicastafford@barr-robinson.com,Saint Brookharbor,Wisconsin,Midwest,2024-05-23,5,4,2024
S04503,CU0264,C0148,2025-07-03,3,83689.41,Cash,Adam Gross,Toyota,RAV4,2015,Gray,Diesel,Manual,60714.01,13,Reserved,Mr,Dennis,Male,31,Paramedic,1-472-418-6851,joseph23@lopez.com,Elmpeaks,Indiana,Midwest,2025-07-03,7,4,2025
S04504,CU0692,C0124,2025-01-04,1,99315.47,Credit,Anna Garner,Nissan,Sunny,2015,Blue,Diesel,Manual,44875.07,18,Reserved,Randy,Smith,Female,20,Risk Manager,1-939-544-5609,patricia59@hotmail.com,Lake Lakesidecommons,Tennessee,South,2025-01-04,1,6,2025
S04505,CU1773,C0009,2024-07-08,3,48280.45,Cash,Johnny Dunlap,BMW,3 Series,2017,Blue,Electric,Manual,34430.1,14,Sold,Ms,Buchanan,Male,46,Instructional Designer,1-828-317-3430,garcialuis@gmail.com,Topazburgh,Minnesota,Midwest,2024-07-08,7,1,2024
S04506,CU0956,C0003,2023-05-15,3,46467.15,Installment,John Sandoval,Nissan,Qashqai,2018,Blue,Electric,Automatic,50158.13,20,Available,Brandi,Blevins,Female,60,Tax Advisor,1-897-916-1844,ngamble@hotmail.com,Sunriseisland,Colorado,West,2023-05-15,5,1,2023
S04507,CU0466,C0366,2024-07-09,3,72226.05,Cash,Christopher Alexander,Hyundai,Elantra,2022,Black,Petrol,Automatic,56171.44,4,Sold,Heather,Page,Male,32,Supply Chain Analyst,1-583-702-3557,nelsonjerry@odonnell.com,Saint Littlemouth,Kansas,Midwest,2024-07-09,7,2,2024
S04508,CU0451,C0437,2023-10-18,2,35219.2,Cash,David Burgess,Nissan,Sunny,2025,Gray,Electric,Automatic,99669.63,7,Available,Alexandria,Spencer,Male,39,Event Planner,1-619-613-1505,wbartlett@yahoo.com,North Boulderriver,Alabama,South,2023-10-18,10,3,2023
S04509,CU0244,C0129,2025-03-21,2,31786.7,Credit,Margaret White,Kia,Sportage,2016,Blue,Hybrid,Automatic,95882.76,15,Reserved,Johnathan,Myers,Female,59,Esl Instructor,1-230-416-9604,richardflores@gmail.com,New Littlesprings,Utah,West,2025-03-21,3,5,2025
S04510,CU0455,C0497,2023-11-20,1,66706.62,Installment,James Harrison,Nissan,Altima,2021,Black,Electric,Manual,24233.93,8,Available,William,Carter,Female,31,Plant Manager,1-673-269-8390,sandy16@johnston-coleman.com,Pineplains,California,West,2023-11-20,11,1,2023
S04511,CU1040,C0040,2024-07-22,2,63823.06,Installment,Jason Wheeler,Tesla,Model X,2016,White,Diesel,Manual,18775.42,15,Sold,Russell,Reynolds,Male,66,Project Coordinator,1-939-216-3483,josephvictoria@gmail.com,East Autumnburgh,South Carolina,South,2024-07-22,7,1,2024
S04512,CU1824,C0195,2024-06-21,3,23498.46,Credit,Eric Smith,Tesla,Model X,2020,Gray,Diesel,Manual,36871.75,2,Available,Scott,Bishop,Female,34,Mobile App Developer,1-344-779-3197,johnsongrace@david.org,Saint Palmmeadows,Mississippi,South,2024-06-21,6,5,2024
S04513,CU1002,C0360,2025-05-22,3,55890.28,Credit,Brian Cannon,Toyota,RAV4,2023,Black,Electric,Automatic,55890.27,14,Sold,Kyle,Cox,Female,36,Recruiter,1-460-438-8141,edwardsdestiny@miller.org,Lake Boulderestates,Alaska,West,2025-05-22,5,4,2025
S04514,CU1680,C0097,2024-06-15,3,50167.25,Cash,Jose Mccall,Hyundai,Sonata,2025,White,Diesel,Automatic,56746.29,4,Sold,Carol,Gilmore,Male,33,Treasury Analyst,1-715-426-6110,uwilson@mitchell.com,Silvercommons,New Jersey,Northeast,2024-06-15,6,6,2024
S04515,CU0796,C0265,2025-05-26,1,80356.18,Installment,Peter Roberts,Kia,Seltos,2018,Gray,Petrol,Manual,29781.09,13,Reserved,Eric,Mcguire,Male,68,Corporate Trainer,1-765-877-5462,gjohnson@rodriguez.com,Port Goldentown,Virginia,South,2025-05-26,5,1,2025
S04516,CU0675,C0359,2023-03-18,2,75645.6,Credit,Jennifer Williams,BMW,X5,2022,Red,Petrol,Manual,95666.26,2,Available,Heather,Moore,Male,57,Brand Ambassador,1-747-275-8255,mcook@yahoo.com,Ivorysprings,Missouri,Midwest,2023-03-18,3,6,2023
S04517,CU0839,C0243,2023-09-20,1,99968.86,Cash,Laura Rivers,Tesla,Model S,2018,Silver,Hybrid,Automatic,63692.99,3,Reserved,Kathleen,Freeman,Male,54,Student Success Coach,1-241-280-3518,graylisa@wade.net,South Coralsquare,Rhode Island,Northeast,2023-09-20,9,3,2023
S04518,CU0627,C0178,2023-06-29,2,37691.41,Cash,Cassandra Palmer,Kia,Cerato,2025,White,Petrol,Automatic,77094.76,6,Sold,Larry,Smith,Male,24,Mortgage Broker,1-562-280-3644,megan62@norton.net,Vistameadows,Nebraska,Midwest,2023-06-29,6,4,2023
S04519,CU1320,C0089,2023-12-09,3,66038.26,Credit,Abigail Carpenter,Nissan,Qashqai,2018,Red,Electric,Manual,33212.38,14,Reserved,Lori,Graham,Male,51,Financial Planner,1-848-635-5802,sherri58@gmail.com,Mount Quartztown,Maryland,South,2023-12-09,12,6,2023
S04520,CU1334,C0048,2025-10-13,2,91579.79,Credit,Jacob Foster,Mercedes,GLA,2022,Black,Petrol,Automatic,72301.28,17,Available,Joan,Harris,Male,67,Personal Shopper,1-822-906-9348,brentford@yahoo.com,Valleyterrace,North Dakota,Midwest,2025-10-13,10,1,2025
S04521,CU0672,C0135,2023-06-27,2,91943.46,Credit,Aaron Fitzgerald,Mercedes,C-Class,2015,White,Hybrid,Automatic,55815.59,5,Sold,Amanda,Richards,Male,37,Sales Associate,1-937-238-5786,judycummings@gmail.com,Shortplains,Michigan,Midwest,2023-06-27,6,2,2023
S04522,CU0206,C0019,2025-03-11,2,37389.92,Installment,Jennifer Oliver,Tesla,Model S,2019,White,Diesel,Manual,24426.04,2,Sold,Tim,Daniel,Female,57,Bookkeeper,1-916-974-6430,rushtimothy@gmail.com,Port Meadowmead,Colorado,West,2025-03-11,3,2,2025
S04523,CU0158,C0001,2025-04-09,1,27070.31,Credit,Jeffrey Choi,Toyota,Camry,2023,Red,Petrol,Automatic,80338.15,6,Available,Brandon,Jackson,Male,50,Web Developer,1-699-465-1308,xadkins@howard.org,Sunrisemead,Delaware,South,2025-04-09,4,3,2025
S04524,CU0882,C0374,2023-10-08,3,15557.6,Installment,Julie Marshall,Toyota,Camry,2017,Silver,Diesel,Automatic,21452.52,20,Reserved,Benjamin,Smith,Male,33,Esl Instructor,1-980-917-3749,fdawson@stone-barnes.org,Libertyheights,New York,Northeast,2023-10-08,10,7,2023
S04525,CU0517,C0329,2024-06-28,1,45912.69,Installment,Lori Campbell,Tesla,Model S,2015,Black,Hybrid,Automatic,86885.09,5,Available,Gary,Pearson,Female,51,Professor,1-500-603-2268,xpowell@gmail.com,Mount Sunsetoaks,Kentucky,South,2024-06-28,6,5,2024
S04526,CU1591,C0118,2025-02-25,3,18590.57,Credit,Maria Kelley,BMW,X5,2023,Red,Petrol,Automatic,77133.35,13,Sold,Shelly,Cruz,Female,67,Machine Operator,1-331-266-5879,nicolas72@yahoo.com,Lake Highlandsquare,South Dakota,Midwest,2025-02-25,2,2,2025
S04527,CU1246,C0044,2023-12-10,3,96944.17,Cash,Ashley Luna,BMW,3 Series,2019,White,Diesel,Automatic,34474.21,8,Sold,Kelly,Brown,Female,57,Pharmacist,1-979-670-8433,zstrong@gmail.com,Lake Riverestates,Virginia,South,2023-12-10,12,7,2023
S04528,CU1048,C0033,2023-11-21,3,48972.01,Installment,Jonathan Sullivan,Tesla,Model 3,2020,White,Petrol,Manual,21841.21,10,Sold,Donald,Sellers,Male,29,Store Manager,1-294-685-5807,jasonmarshall@serrano.biz,Mount Shortbluffs,West Virginia,South,2023-11-21,11,2,2023
S04529,CU1636,C0435,2024-05-19,3,44268.17,Credit,John White,Tesla,Model X,2016,Gray,Electric,Automatic,25337.12,3,Reserved,Adam,Duncan,Male,61,Teacher,1-243-606-1906,sblevins@cannon.com,West Canyonharbor,Oklahoma,South,2024-05-19,5,7,2024
S04530,CU0234,C0031,2025-06-01,1,80543.96,Installment,Monica Khan,Mercedes,E-Class,2016,Silver,Petrol,Automatic,66365.92,5,Reserved,Jasmine,Waters,Female,21,Solutions Architect,1-313-577-9699,downsbrandon@gmail.com,Bayestates,North Dakota,Midwest,2025-06-01,6,7,2025
S04531,CU1866,C0018,2023-03-27,1,18167.05,Credit,Erin Bennett,Nissan,Qashqai,2016,Black,Petrol,Manual,71104.74,15,Reserved,Justin,Maddox,Male,38,Risk Manager,1-417-483-1143,tbass@hotmail.com,Sandplace,Kansas,Midwest,2023-03-27,3,1,2023
S04532,CU1332,C0458,2022-12-14,2,78730.24,Cash,Nicholas Edwards,Nissan,Sunny,2022,Gray,Hybrid,Manual,21314.27,4,Sold,Leah,Hart,Male,43,Teacher,1-243-955-9241,hmassey@gmail.com,South Prairiestation,New York,Northeast,2022-12-14,12,3,2022
S04533,CU0375,C0296,2024-04-28,1,80942.55,Installment,Michael Woodward,Nissan,Qashqai,2019,White,Petrol,Automatic,36488.89,4,Available,Mrs,Jackson,Male,43,Business Analyst,1-570-279-2359,suarezstephanie@davis.info,Mount Crystalcorner,Missouri,Midwest,2024-04-28,4,7,2024
S04534,CU0982,C0382,2023-11-04,3,23170.91,Cash,Teresa Knapp,Kia,Sportage,2024,Red,Hybrid,Manual,97407.23,10,Reserved,Gary,Gonzalez,Male,61,Software Engineer,1-867-348-8530,laurie85@gmail.com,Glenheights,New York,Northeast,2023-11-04,11,6,2023
S04535,CU1968,C0450,2023-11-05,3,32373.51,Installment,Kevin Davies,Hyundai,Tucson,2023,Black,Petrol,Automatic,95414.91,2,Available,Barry,Roberts,Male,43,Esl Instructor,1-745-445-3367,ufrench@larson.info,Clearcity,Louisiana,South,2023-11-05,11,7,2023
S04536,CU1581,C0033,2025-01-01,2,63143.63,Credit,Charles Weaver,Tesla,Model 3,2020,White,Petrol,Manual,21841.21,10,Sold,William,Pratt,Female,58,It Support Specialist,1-679-841-1742,david88@martin.com,North Stoneridge,New Mexico,West,2025-01-01,1,3,2025
S04537,CU0555,C0439,2025-01-09,2,81396.76,Cash,Taylor Baker,Hyundai,Tucson,2025,Gray,Diesel,Automatic,70576.6,17,Sold,Mrs,Young,Female,50,Technical Writer,1-451-439-6043,robin50@pace-hicks.com,South Seasidestation,California,West,2025-01-09,1,4,2025
